STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2018,,10584,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2019,,10625,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2020,,11595,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2021,,11347,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2022,,11351,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2023,,10460,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),HU,Hungary,2024,,10397,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2013,,99,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2014,,100,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2015,,96,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2016,,101,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2017,,100,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2018,,89,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2019,,72,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2020,,74,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2021,,70,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2022,,81,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2023,,76,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IE,Ireland,2024,,67,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2013,,19037,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2014,,20157,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2015,,20781,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2016,,22712,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2017,,22335,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2018,,22070,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2019,,21309,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2020,,20750,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2021,,24262,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2022,,24330,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2023,,22693,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),IT,Italy,2024,,22933,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2013,,9,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2014,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2015,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2016,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2017,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2018,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2019,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2020,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2021,,,,,,C,confidential
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2022,,11,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2023,,10,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LI,Liechtenstein,2024,,7,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2013,,13344,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2014,,14307,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2015,,14036,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2016,,13790,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2017,,15414,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2018,,16885,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2019,,16181,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2020,,15865,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2021,,14566,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2022,,7375,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2023,,6307,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LT,Lithuania,2024,,5905,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2013,,218,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2014,,208,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2015,,207,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2016,,201,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2017,,213,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2018,,223,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2019,,191,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2020,,162,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2021,,176,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2022,,167,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2023,,174,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2024,,150,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2013,,19532,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2014,,19441,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2015,,18906,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2016,,15873,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2017,,15014,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2018,,17859,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2019,,15019,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2020,,7979,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2021,,7367,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2022,,7410,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2023,,5191,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2024,,3509,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2013,,105,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2014,,94,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2015,,112,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2016,,112,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2017,,169,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2018,,113,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2019,,130,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2020,,130,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2022,,189,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2013,,421,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2014,,411,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2015,,278,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2016,,222,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2017,,277,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2018,,307,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2019,,350,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2020,,342,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2021,,381,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2022,,286,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2023,,146,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2024,,158,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2013,,6078,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2014,,6169,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2015,,6545,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2016,,6641,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2017,,6685,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2018,,7058,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2019,,7080,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2020,,6665,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2021,,7188,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2022,,7176,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2023,,6493,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2024,,6182,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2013,,3383,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2014,,3539,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2015,,3498,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2016,,3312,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2017,,4040,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2018,,3970,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2019,,3903,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2020,,4110,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2021,,4305,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2022,,4246,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2023,,3928,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2024,,3643,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2013,,50881,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2014,,50073,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2015,,50603,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2016,,50650,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2017,,54797,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2018,,59388,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2019,,54584,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2020,,51096,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2021,,54387,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2022,,59306,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2023,,61085,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2024,,57992,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2013,,2290,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2014,,2434,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2015,,2688,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2016,,2774,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2017,,2751,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2018,,2765,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2019,,2478,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2020,,2302,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2021,,1881,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2022,,2190,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2023,,2263,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2024,,2214,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2013,,12941,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2014,,12264,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2015,,13673,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2016,,13535,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2017,,13782,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2018,,13076,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2019,,13312,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2020,,12291,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2021,,13625,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2022,,13324,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2023,,12878,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2024,,11432,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2013,,20970,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2014,,21296,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2015,,20699,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2016,,21406,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2017,,21838,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2018,,22794,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2019,,22222,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2020,,22094,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2021,,23449,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2022,,23161,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2023,,21953,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2024,,21789,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2013,,3799,,,,,
dataflow,ESTAT:TTR00006(1.0),Goods transport by rail,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2014,,4110,,,,,
